Area,surface_id,type,files_symbols,reachability,entry_point,consumer,objective_id,task_id,test_coverage,runtime_evidence,observability,recovery,status
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-ST-ls-pressure-cache,state-lifecycle,"frontend/src/components/map/marineControllerPressure.js:23 LS_PRESSURE_KEY='rawsurf_pressure_cache_v2', :250 persistCache",Active-reachable,module-init hydrateCache; persistCache on write,pressure overlay lane,NONE,NONE,NONE,NONE,none,"60 min TTL on hydrate. Identity has model, NOT run; hand-bumped _v2, survives deploys",Missing Objective
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-ST-ls-force-fallback-flags,state-lifecycle,force_wind_fallback / force_marine_fallback in the map controllers; seeded by frontend/e2e/weather-simulation.spec.js,Active-reachable,localStorage.getItem in the controller fetch paths,forces the fallback lane for wind/marine,WS-OBJ-301,WS-CAN-0022,"seeded by the E2E spec (as an input, not an assertion)",WS-CAN-0022 row: 'persisted force_*_fallback keys' is one of its four named residuals,none,sticky until manually cleared; survives every deploy,Complete
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-ST-ls-offline-spots,data,"frontend/src/hooks/useOfflineMode.js:16-20 (rawsurf_cached_spots, rawsurf_nearby_spots, rawsurf_favorite_spots, rawsurf_spots_cache_time, rawsurf_auto_sync_enabled)",Active-reachable,useOfflineMode sync + auto-sync location watcher,offline spot list only,NONE,NONE,NONE,12.2 measurement: grep -cniE 'forecast|conditions|weather' useOfflineMode.js -> 0; CONTROL grep -c localStorage.setItem -> 6. NO forecast is ever persisted by offline mode,cacheTimestamp state,"manual clearCache() only; no TTL, no size bound",Complete
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-ST-idb-tilecache,data,"frontend/src/utils/tileCache.js -- IndexedDB 'leaflet_tile_cache' v1, store 'tiles', MAX_AGE_MS 7 days, _MAX_CACHE_SIZE=500 declared at :12 and never read, initDB().then(cleanupCache) import-time side effect at :190",Dead,"none -- 0 importers, so the import-time side effect never fires",none,NONE,NONE,NONE,12.2 measurement: grep -rn 'utils/tileCache|from ./tileCache' frontend/src -> 0; CONTROL 'from .*utils/logger' -> dozens,none,age-only cleanup; the declared size bound is unenforced,Missing Owner
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-ST-sessionstorage-blast,state-lifecycle,frontend/src/hooks/useIPGeolocation.js:193 sessionStorage.clear(); victim frontend/src/components/routing/ErrorBoundary.js:17 CHUNK_RELOAD_KEY='rawsurf_chunk_reload_attempted',Active-reachable,the location-cache purge callback,every sessionStorage consumer in the app,NONE,NONE,NONE,12.2 source read: the same function filters localStorage by prefix at :185-190 but clears sessionStorage wholesale at :193,logs only the localStorage count,none -- the chunk-reload one-shot guard is silently re-armed,Missing Objective
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-CA-model-metadata,data,"frontend/src/components/map/LayerRegistry.js:346 MODEL_METADATA_CACHE, :374 getAlignedReferenceTime, :411-417 seven seeded models; frontend/src/components/map/mapUtils.js:343-370 LIVE_FETCHED_MODELS + fetchModelMetadata",Active-reachable,"useOpenMeteoTileUrls prewarm on mount, then openMeteoProtocol fetch intercept","MapLibre om:// raster lane -- reference_time, valid_times and variables for all seven models",NONE (SOTA A2 is the nearest contract row and is scoped to the backend by its only task),NONE,NONE,"12.2 measurement: grep -rn LIVE_FETCHED_MODELS frontend/src -> 1 new Set(), 1 .add(), reads only; ZERO .delete, ZERO .clear, no TTL, no interval","WeatherTelemetry.trackCacheHit/Miss(model,'MODEL_METADATA_CACHE') on the intercept path",NONE -- once a model is marked live-fetched its run identity and time axis are pinned for the life of the page,Missing Objective
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-CA-om-latest-json-intercept,data,frontend/src/components/map/openMeteoProtocol.js fetch intercept (~:625-640): last_modified_time: new Date().toISOString(); reference_time: meta.referenceTime || new Date().toISOString(),Active-reachable,"global fetch monkey-patch, any map-tiles.open-meteo.com/.../latest.json without skip_intercept=true",MapLibre -- it never sees upstream metadata on this path because every seeded model has a non-empty validTimes,NONE,NONE,NONE,"12.2 source read at HEAD; the same fabricate-a-measurement class as the CLOSED WS-CAN-0010/0063, at a site those closures did not touch",none -- the fabricated timestamp is indistinguishable from a real one,none,Missing Contract
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-CA-missing-om-runs,processing,frontend/src/components/map/openMeteoProtocol.js:20 MISSING_OM_RUNS = new Set(); read at :434 and :811,Dead (guard body unreachable),"fetch intercept + protocol callback, per tile request",would 404 requests to known-missing model runs in 0ms,NONE,NONE,NONE,12.2 measurement: 0 writes; CONTROL sibling MISSING_OM_TILES in the SAME FILE is written at :492,"none -- the comment says it blocks 'without throwing or logging', so a pass and a never-armed guard look identical",n/a,Missing Test
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-CA-decoded-tile-cache,data,"frontend/src/components/map/openMeteoProtocol.js:144 DECODED_TILE_CACHE, :145 MAX_CACHE_SIZE=150, :148-150 eviction",Active-reachable,om:// protocol decode path,GPU raster upload,NONE,NONE,omUrlTrace.test.js exercises the om:// URL shape,"12.2 source read: key is params.url, which embeds {model}/{run} as path segments -- the ONLY frontend forecast cache whose identity carries the run, and only incidentally",WeatherTelemetry cacheHits/cacheMisses/cacheFlushes + 'Current cache size',"insertion-order FIFO at 150 entries, not LRU; no TTL",Complete
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-CA-wind-cache,data,frontend/src/components/map/windController.js:14 WIND_CACHE = new Map(); key `${model}_wind_grid_${tileId}_${hourOffset}`; linear scans at :170 and :278; .clear() only at :443,Active-reachable,fetchWindData / getModelSafeWind,wind overlay + prewarm lane,NONE,NONE,NONE,"12.2 measurement: grep -n 'WIND_CACHE.delete|WIND_CACHE.size' -> 0; CONTROL same dir BoundedPointCache.js:33, GPUMarineLayer.js:252, marineControllerCache.js:92 DO evict",none,"TTL checked on read only, entries never deleted; identity carries model but NOT run",Missing Objective
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-CA-pressure-cache,data,"frontend/src/components/map/marineControllerPressure.js:17 PRESSURE_CACHE = new Map(); key viewportCacheKey(bounds,'pressure_${model}_h${hour}') at :164; set at :254",Active-reachable,pressure fetch path,pressure overlay,NONE,NONE,NONE,12.2 measurement: grep -n 'PRESSURE_CACHE.delete|.size|.clear' -> 0,none,300 s TTL on read only; no eviction; identity carries model but NOT run,Missing Objective
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-BE-forecast-cache-wind,data,"backend/uploads/forecast_cache/wind_global.json (tracked, DIRTY); producer backend/services/forecast_ingester.py:46-47,90; readers backend/services/weather_pipeline/wind_ingestion.py:190,304,502",Fallback-only (and the fallback is structurally unreachable),scheduler forecast cycle -> ingest_global_model('wind'),the GFS/EURO/ICON stale-cache-recycled degradation path,NONE,NONE,NONE,"12.2 measurement: json.load -> list of 40; producer grid range(50,9,-10) x range(-130,-50,10) = 5x8 = 40; all three readers refuse at `if len(cached_data) < 100`","logger.warning 'Fallback file has only 40 points (too small for global)' -- fires every time, so the refusal IS observable in logs",none -- the recycling branch below the guard has never executed,Conflicting
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-BE-forecast-cache-marine,data,"backend/uploads/forecast_cache/marine_global.json (204,796 B, tracked, DIRTY); producer backend/services/forecast_ingester.py:90 via the marine leg",Dead (write-only),scheduler forecast cycle -> ingest_global_model('marine'),NONE,NONE,NONE,NONE,"12.2 measurement: grep -rn 'marine_global\.json' backend --include=*.py -> 0; CONTROL wind_global.json -> 3. File measured: 40 entries, 12 wave variables, 48 h axis, no model/cycle/ingest field",none,n/a,Missing Owner
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-BE-productstore-l1,data,backend/services/weather_pipeline/store_helpers.py:81-86 _build_product_filename,Active-reachable,ProductStore save/load on every ingest and every read,every backend forecast consumer,WS-OBJ-202,WS-CAN-0005,pipeline tests exist; no test asserts run identity in the filename,"WS-CAN-0005 row, PRODUCTION 2026-08-12: run_time 2026-08-12T12:59:41Z for gfs_marine_waves_hawaii_20260812T180000Z.json -- an 18Z cycle cannot exist at 12:59Z","run_time on the wire, but it is the ingest clock",none. Filename = model_domain_layer{_region}_{valid_time}{_estimated}.json -- NO run component,Complete
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-BE-productstore-l2-negative,data,"backend/services/weather_pipeline/store.py:284 _l2_negative_cache: Dict[str, float]; written store_helpers.py:637; read :604-606, :618-620",Active-reachable,L1 miss -> L2 download failure,L2 download short-circuit (60 s),NONE,NONE,NONE,12.2 measurement: grep for pop|clear|del on _l2_negative_cache -> 0; CONTROL _product_cache.pop -> 4 sites,none,none -- entries are never removed; the dict grows with every distinct filename that ever missed L1 and failed L2,Missing Objective
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-BE-sim-forecast-cache,data,"backend/services/weather_pipeline/sim_forecast.py:127 _FORECAST_CACHE OrderedDict; key (round(lat,4),round(lng,4),valid_time) at :374 and :392; LRU at :139-141; per-entry TTL at :137-138",Active-reachable,sim forecast resolution,the weather simulation lane,NONE,WS-CAN-0006,NONE for the key identity,WS-CAN-0006 row quotes this exact key tuple,none,true LRU + per-entry TTL stored WITH the entry (a mid-incident TTL change cannot retroactively extend banked absences). Key omits model AND run,Complete
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-BE-explore-conditions-cache,data,"backend/routes/explore_discover/explore.py:39 _conditions_cache, :49 _get_cache_key(lat,lng,forecast_days,model,spot_id), :82-86 prune; :45 _surf_spots_response_cache",Active-reachable,explore/discover conditions endpoint,the explore surface,NONE,NONE,NONE,"12.2 source read: at :82 `if len(_conditions_cache) > 500` the prune at :84-86 collects ONLY keys whose expires_at is already past, so an all-live population exceeds the cap without bound",none,CACHE_TTL_SECONDS 600 per entry. Identity carries model but NOT run,Missing Objective
WORKERS + SERVICE WORKER + CACHES + STORAGE,SUR-BE-sim-geometry-cache,data,backend/services/weather_pipeline/sim_rating.py:62 _GEOMETRY_CACHE; insert/read at :86-92,Active-reachable,sim rating geometry resolution,the sim rating chain,NONE,NONE,NONE,"12.2 measurement: grep -n _GEOMETRY_CACHE sim_rating.py -> 3 lines, all insert or read; no eviction anywhere",none,"none -- unbounded, bounded in practice only by the ~1,773-spot catalogue",Missing Objective
CROSS-FEATURE + SHARED-INFRASTRUCTURE DEPENDENCIES (audit sp,SUR-XF-scheduler-surf-alerts,user-facing,"backend/scheduler/surf_alerts.py:21 check_surf_alerts_task; body literals at :94 (in-app) and :111 (push); backend/scheduler/__init__.py:14,43-45 registration",Active-reachable,"APScheduler IntervalTrigger(minutes=15), id='check_surf_alerts', registered at backend/scheduler/__init__.py:43-45; corroborated by routes/admin/system.py:350",Notification row + web-push to every user with an active SurfAlert,NONE,NONE,NONE. backend/tests/test_surf_alert_states_the_quality.py guards only routes/surf_data/alerts.py (hard-coded path at :106),"AST probe at HEAD reproducing the guard's own logic: scheduler has 1 LIVE 'perfect conditions' literal at line 94, does NOT call surf_alert_body, does NOT read rating/rating_level; the guarded sibling has 0/True/True",logger.info per trigger only; no rating in the payload,broad try/except per spot; failure is logged and the sweep continues,Missing Objective
CROSS-FEATURE + SHARED-INFRASTRUCTURE DEPENDENCIES (audit sp,SUR-XF-conditions-batch-whitelist,data,"backend/routes/surf_data/conditions.py:52 get_batch_conditions, response whitelist :84-91 (6 keys)",Active-reachable,GET /api/conditions/batch?spot_ids=…&model=…,frontend/src/hooks/useExploreData.js:29 → Explore trending spot cards,"NONE (WS-OBJ-201 closed on the /spot-ratings map payload, not this route)","NONE (WS-CAN-0064 covers this route's LATENCY, WS-CAN-0009 its status codes)",backend/tests/test_spot_conditions_batch_bounds.py (bounds/concurrency only); no key-contract test,"Static key diff: producer spot_conditions.py:361-373 emits 9 base keys + 8 conditionally attached (incl. rating at :438, rating_level at :439); whitelist emits 6",none — the drop is silent,per-spot except returns {'error': str(e)} inside a 200,Missing Contract
CROSS-FEATURE + SHARED-INFRASTRUCTURE DEPENDENCIES (audit sp,SUR-XF-conditions-spot-whitelist,data,"backend/routes/surf_data/conditions.py:107 get_spot_conditions, 'current' whitelist :146-168 (8 keys + optional forecast_confidence at :166-167)",Active-reachable,GET /api/conditions/{spot_id}?model=…,frontend/src/components/SpotConditions.js:144 → rendered inside spot-drawer/SpotReportContent.js:82 ← UnifiedSpotDrawer.js:588,NONE,NONE,"backend/tests/test_conditions_route_wire_contract.py — executes the handler and asserts ONLY forecast_confidence survives; rating/rating_level are not asserted (grep -c 'rating' → 2, both in prose)",Same static key diff as SUR-XF-conditions-batch-whitelist; the in-file comment at :156-166 already names the whitelist as a defect class,none,returns {'error': str(e)} with HTTP 200 (:176) — WS-CAN-0009,Missing Contract
CROSS-FEATURE + SHARED-INFRASTRUCTURE DEPENDENCIES (audit sp,SUR-XF-spothub-rating-unrendered,rendering,"backend/routes/explore_discover/spot_details.py:93-95 (passes current_conditions through WHOLE); frontend/src/components/SpotHub.js (659 LOC, currentConditions at :278)",Active-reachable,GET /api/explore/spot-details/{spot_id} via hooks/useSpotHubActions.js:93; route /spot/:id,SpotHub.js + spot-hub/SpotHubConditionsTab.js,NONE,NONE,backend/tests/test_spot_hub_rating_parity.py pins the BACKEND computation (hub vs glyph); nothing asserts the client renders it,grep for 'rating' in SpotHub.js → 0 occurrences; grep for rating_level across all of frontend/src outside components/map → 0. Positive control: sibling producer field forecast_confidence is consumed at 5+ sites in SpotConditions.js,none,n/a,Missing Objective
